AA,4,12,9,0,0,16,64,1,9237691
766,0,0,0,0,0,1,,,9249837
C0,0,0,0,0,1,2,0,0,9256999
A7,0,0,0,0,1,0,255,255,9264378
AA,4,12,9,0,0,16,64,1,9272041
A0,64,1,68,1,66,1,145,1,9279594
A2,205,0,205,0,115,1,0,0,9298660
400,31,31,31,33,0,2,0,2,9423659
766,0,0,0,0,0,1,,,9529911
C0,0,0,0,0,1,2,0,0,9537600
A7,0,0,0,0,0,0,0,0,9545275
AA,4,12,9,0,0,16,64,1,9565988
AB,0,0,0,0,0,0,0,0,9573450
387,255,254,56,253,127,87,235,39,9580896
766,0,0,0,0,0,1,,,9601673
A7,0,0,0,0,0,0,0,0,9609073
AA,4,12,9,0,0,16,64,1,9616457
AB,0,0,0,0,0,0,0,0,9623905
C0,0,0,0,0,1,2,0,0,9635918
A7,0,0,0,0,0,0,0,0,9642972
AA,4,12,9,0,0,16,64,1,9650405
AB,0,0,0,0,0,0,0,0,9658004
766,0,0,0,0,0,1,,,9665502
C0,0,0,0,0,1,2,0,0,9673019
387,255,254,56,253,127,87,235,39,9680571
A7,0,0,0,0,0,0,0,0,9688020
AA,4,12,9,0,0,16,64,1,9695582
AB,0,0,0,0,0,0,0,0,9703244
766,0,0,0,0,0,1,,,9710849
C0,0,0,0,0,1,2,0,0,9730343
A7,0,0,0,0,0,0,0,0,9737859
AA,4,12,9,0,0,16,64,1,9745453
AB,0,0,0,0,0,0,0,0,9753050
50,0,149,,,,,,,9760564
766,0,0,0,0,0,1,,,9768046
C0,0,0,0,0,1,2,0,0,9775516
A7,0,0,0,0,0,0,0,0,9787526
AA,4,12,9,0,0,16,64,1,9794619
AB,0,0,0,0,0,0,0,0,9802031
766,0,0,0,0,0,1,,,9809609
C0,0,0,0,0,1,2,0,0,9817235
A7,0,0,0,0,0,0,0,0,9824849
387,255,254,56,253,127,87,235,39,9832361
766,0,0,0,0,0,1,,,9839981
C0,0,0,0,0,1,2,0,0,9847417
50,0,150,,,,,,,9855009
766,0,0,0,0,0,1,,,9862563
A7,0,0,0,0,0,0,0,0,9870078
AA,4,12,9,0,0,16,64,1,9877596
AB,0,0,0,0,0,0,0,0,9885258
400,31,31,31,33,0,2,0,1,9892679
C0,0,0,0,0,1,2,0,0,9961888
A7,0,0,0,0,0,0,0,0,9969708
AA,4,12,9,0,0,16,64,1,9981619
AB,0,0,0,0,0,0,0,0,9988640
766,0,0,0,0,0,1,,,9996050
C0,0,0,0,0,1,2,0,0,10018283
387,255,254,56,253,127,87,235,39,10025709
A7,0,0,0,0,0,0,0,0,10033283
AA,4,12,9,0,0,16,64,1,10040836
AB,0,0,0,0,0,0,0,0,10048443
766,0,0,0,0,0,1,,,10055953
C0,0,0,0,0,1,2,0,0,10063480
A7,0,0,0,0,254,255,0,0,10070896
AA,4,12,9,0,0,16,64,1,10078407
AB,0,0,0,0,0,0,0,0,10085880
766,0,0,0,0,0,1,,,10093387
C0,0,0,0,0,1,2,0,0,10100922
387,255,254,56,253,127,87,235,39,10108513
A7,0,0,0,0,255,255,0,0,10116004
AA,4,12,9,0,0,16,64,1,10127692
AB,0,0,0,0,0,0,0,0,10165077
766,0,0,0,0,0,1,,,10172493
C0,0,0,0,0,1,2,0,0,10180178
A7,1,0,0,0,0,0,255,255,10187674
AA,4,12,9,0,0,16,64,1,10195187
AB,0,0,0,0,0,0,0,0,10202663
766,0,0,0,0,0,1,,,10210224
C0,0,0,0,0,1,2,0,0,10217827
A7,0,0,0,0,0,0,0,0,10225407
AA,4,12,9,0,0,16,64,1,10233039
AB,0,0,0,0,0,0,0,0,10240613
50,0,149,,,,,,,10248182
766,0,0,0,0,0,1,,,10255740
C0,0,0,0,0,1,2,0,0,10263299
A7,0,0,0,0,0,0,0,0,10270808
AA,4,12,9,0,0,16,64,1,10278306
380,27,0,0,0,170,114,70,157,10288468
766,0,0,0,0,0,1,,,10294678
C0,0,0,0,0,1,2,0,0,10301560
A7,0,0,0,0,0,0,0,0,10321810
AA,4,12,9,0,0,16,64,1,10328811
AB,0,0,0,0,0,0,0,0,10335825
387,255,254,56,253,127,87,235,39,10342886
A0,64,1,68,1,66,1,145,1,10363184
766,0,0,0,0,0,1,,,10381681
400,31,31,31,33,0,2,0,1,10388887
C0,0,0,0,0,1,2,0,0,10487931
A7,0,0,0,0,0,0,0,0,10495143
AA,4,12,9,0,0,16,64,1,10529567
766,0,0,0,0,0,1,,,10536852
A7,0,0,0,0,0,0,0,0,10543725
AA,4,12,9,0,0,16,64,1,10550683
387,255,254,56,253,127,87,235,39,10561776
A7,0,0,0,0,0,0,0,0,10568486
AA,4,12,9,0,0,16,64,1,10575543
AB,0,0,0,0,0,0,0,0,10582736
766,0,0,0,0,0,1,,,10589916
C0,0,0,0,0,1,2,0,0,10597175
A7,0,0,0,0,0,0,0,0,10604353
AA,4,12,9,0,0,16,64,1,10611479
AB,0,0,0,0,0,0,0,0,10618531
766,0,0,0,0,0,1,,,10625725
C0,0,0,0,0,1,2,0,0,10632835
50,0,149,,,,,,,10639964
387,0,0,56,253,127,87,235,39,10647069
A7,0,0,0,0,0,0,0,0,10654326
AA,4,12,9,0,0,16,64,1,10661440
AB,0,0,0,0,0,0,0,0,10668631
766,0,0,0,0,0,1,,,10675810
C0,0,0,0,0,1,2,0,0,10687228
A7,0,0,0,0,0,0,0,0,10693861
AA,4,12,9,0,0,16,64,1,10700851
AB,0,0,0,0,0,0,0,0,10708047
766,0,0,0,0,0,1,,,10715165
C0,0,0,0,0,1,2,0,0,10722296
A7,0,0,0,0,0,0,0,0,10729479
AA,4,12,9,0,0,16,64,1,10736551
766,0,0,0,0,0,1,,,10743735
C0,0,0,0,0,1,2,0,0,10750801
766,0,0,0,0,0,1,,,10757919
387,255,254,56,253,127,87,235,39,10765111
C0,0,0,0,0,1,2,0,0,10772295
A7,1,0,0,0,0,0,0,0,10779430
AA,4,12,9,0,0,16,64,1,10786548
766,0,0,0,0,0,1,,,10793617
A7,1,0,0,0,0,0,0,0,10800796
AA,4,12,9,0,0,16,64,1,10812161
AB,0,0,0,0,0,0,0,0,10818792
C0,0,0,0,0,1,2,0,0,10825851
380,27,0,0,0,170,115,70,157,10833048
50,0,150,,,,,,,10840189
A7,0,0,0,0,0,0,0,0,10847447
AA,4,12,9,0,0,16,64,1,10854506
AB,0,0,0,0,0,0,0,0,10861579
766,0,0,0,0,0,1,,,10868700
C0,0,0,0,0,1,2,0,0,10875901
400,31,31,31,33,0,2,0,1,10883019
387,0,0,56,253,127,87,235,39,10951785
A7,0,0,0,0,0,0,0,0,10959162
AA,4,12,9,0,0,16,64,1,10966432
AB,0,0,0,0,0,0,0,0,10973620
766,0,0,0,0,0,1,,,10980823
C0,0,0,0,0,1,2,0,0,10988009
A7,1,0,0,0,0,0,0,0,10999182
AA,4,12,9,0,0,16,64,1,11005871
AB,0,0,0,0,0,0,0,0,11012845
766,0,0,0,0,0,1,,,11019961
C0,0,0,0,0,1,2,0,0,11027055
387,255,254,56,253,127,87,235,39,11034106
A7,0,0,0,0,0,0,0,0,11041335
AA,4,12,9,0,0,16,64,1,11048518
AB,0,0,0,0,0,0,0,0,11055746
766,0,0,0,0,0,1,,,11062922
C0,0,0,0,0,1,2,0,0,11070083
A7,0,0,0,0,0,0,0,0,11077259
AA,4,12,9,0,0,16,64,1,11084354
